Sexo,Comunidades y Ciudades Autónomas,Nacionalidad,Periodo,Total
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2023T1,"55,44"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2022T4,"58,77"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2022T3,"52,65"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2022T2,"59,72"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2022T1,"51,36"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2021T4,"55,51"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2021T3,"52,01"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2021T2,"49,66"
Ambos sexos,"14 Murcia, Región de",Extranjera: Total,2021T1,"48,49"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2023T4,"48,69"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2023T3,"56,33"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2023T2,"56,73"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2023T1,"63,64"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2022T4,"65,00"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2022T3,"54,83"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2022T2,"63,10"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2022T1,"50,05"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2021T4,"53,63"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2021T3,"52,22"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2021T2,"49,40"
Ambos sexos,"14 Murcia, Región de",Extranjera: Unión Europea,2021T1,"54,58"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2023T4,"55,20"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2023T3,"52,75"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2023T2,"55,10"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2023T1,"53,93"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2022T4,"57,89"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2022T3,"52,37"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2022T2,"59,26"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2022T1,"51,57"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2021T4,"55,77"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2021T3,"51,96"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2021T2,"49,71"
Ambos sexos,"14 Murcia, Región de",Extranjera: No pertenecientes a la Unión Europea,2021T1,"47,25"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2023T4,"53,56"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2023T3,"53,98"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2023T2,"53,67"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2023T1,"51,65"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2022T4,"53,35"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2022T3,"53,35"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2022T2,"53,56"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2022T1,"53,06"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2021T4,"53,00"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2021T3,"52,76"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2021T2,"52,45"
Ambos sexos,"15 Navarra, Comunidad Foral de",Total,2021T1,"51,26"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2023T4,"53,43"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2023T3,"53,63"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2023T2,"53,30"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2023T1,"51,49"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2022T4,"53,18"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2022T3,"53,44"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2022T2,"53,49"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2022T1,"52,97"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2021T4,"52,54"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2021T3,"53,47"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2021T2,"52,42"
Ambos sexos,"15 Navarra, Comunidad Foral de",Española,2021T1,"50,96"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2023T4,"54,61"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2023T3,"56,80"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2023T2,"56,70"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2023T1,"52,97"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2022T4,"54,72"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2022T3,"52,60"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2022T2,"54,21"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2022T1,"53,85"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2021T4,"57,22"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2021T3,"46,19"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2021T2,"52,73"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Total,2021T1,"53,92"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2023T4,"63,90"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2023T3,"71,09"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2023T2,"64,14"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2023T1,"72,30"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2022T4,"79,20"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2022T3,"83,58"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2022T2,"74,99"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2022T1,"75,41"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2021T4,"61,80"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2021T3,"50,44"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2021T2,"53,84"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: Unión Europea,2021T1,"65,06"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2023T4,"52,25"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2023T3,"52,59"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2023T2,"54,14"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2023T1,"46,00"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2022T4,"45,29"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2022T3,"40,00"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2022T2,"46,82"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2022T1,"44,19"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2021T4,"56,09"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2021T3,"45,10"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2021T2,"52,27"
Ambos sexos,"15 Navarra, Comunidad Foral de",Extranjera: No pertenecientes a la Unión Europea,2021T1,"48,85"
Ambos sexos,16 País Vasco,Total,2023T4,"53,43"
Ambos sexos,16 País Vasco,Total,2023T3,"52,48"
Ambos sexos,16 País Vasco,Total,2023T2,"52,89"
Ambos sexos,16 País Vasco,Total,2023T1,"51,13"
Ambos sexos,16 País Vasco,Total,2022T4,"51,58"
Ambos sexos,16 País Vasco,Total,2022T3,"52,18"
Ambos sexos,16 País Vasco,Total,2022T2,"50,92"
Ambos sexos,16 País Vasco,Total,2022T1,"51,82"
Ambos sexos,16 País Vasco,Total,2021T4,"52,05"
Ambos sexos,16 País Vasco,Total,2021T3,"51,12"
Ambos sexos,16 País Vasco,Total,2021T2,"49,85"
Ambos sexos,16 País Vasco,Total,2021T1,"49,06"
Ambos sexos,16 País Vasco,Española,2023T4,"52,98"
Ambos sexos,16 País Vasco,Española,2023T3,"52,55"
Ambos sexos,16 País Vasco,Española,2023T2,"53,15"
Ambos sexos,16 País Vasco,Española,2023T1,"51,24"
Ambos sexos,16 País Vasco,Española,2022T4,"51,70"
Ambos sexos,16 País Vasco,Española,2022T3,"51,81"
Ambos sexos,16 País Vasco,Española,2022T2,"50,96"
Ambos sexos,16 País Vasco,Española,2022T1,"51,88"
Ambos sexos,16 País Vasco,Española,2021T4,"51,68"
Ambos sexos,16 País Vasco,Española,2021T3,"50,82"
Ambos sexos,16 País Vasco,Española,2021T2,"49,54"
Ambos sexos,16 País Vasco,Española,2021T1,"49,01"
Ambos sexos,16 País Vasco,Extranjera: Total,2023T4,"58,95"
Ambos sexos,16 País Vasco,Extranjera: Total,2023T3,"51,68"
Ambos sexos,16 País Vasco,Extranjera: Total,2023T2,"49,41"
Ambos sexos,16 País Vasco,Extranjera: Total,2023T1,"49,55"
Ambos sexos,16 País Vasco,Extranjera: Total,2022T4,"49,96"
Ambos sexos,16 País Vasco,Extranjera: Total,2022T3,"57,49"
Ambos sexos,16 País Vasco,Extranjera: Total,2022T2,"50,34"
Ambos sexos,16 País Vasco,Extranjera: Total,2022T1,"50,96"
Ambos sexos,16 País Vasco,Extranjera: Total,2021T4,"57,64"
Ambos sexos,16 País Vasco,Extranjera: Total,2021T3,"55,68"
Ambos sexos,16 País Vasco,Extranjera: Total,2021T2,"54,59"
Ambos sexos,16 País Vasco,Extranjera: Total,2021T1,"49,80"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2023T4,"66,67"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2023T3,"56,74"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2023T2,"50,51"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2023T1,"53,09"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2022T4,"54,37"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2022T3,"56,64"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2022T2,"60,30"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2022T1,"63,55"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2021T4,"67,72"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2021T3,"55,98"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2021T2,"63,63"
Ambos sexos,16 País Vasco,Extranjera: Unión Europea,2021T1,"60,87"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2023T4,"57,39"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2023T3,"50,43"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2023T2,"49,11"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2023T1,"48,44"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2022T4,"48,11"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2022T3,"57,81"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2022T2,"46,95"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2022T1,"46,82"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2021T4,"54,87"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2021T3,"55,60"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2021T2,"51,77"
Ambos sexos,16 País Vasco,Extranjera: No pertenecientes a la Unión Europea,2021T1,"45,88"
Ambos sexos,"17 Rioja, La",Total,2023T4,"52,89"
Ambos sexos,"17 Rioja, La",Total,2023T3,"54,26"
Ambos sexos,"17 Rioja, La",Total,2023T2,"54,80"
Ambos sexos,"17 Rioja, La",Total,2023T1,"53,59"
Ambos sexos,"17 Rioja, La",Total,2022T4,"54,58"
Ambos sexos,"17 Rioja, La",Total,2022T3,"54,62"
Ambos sexos,"17 Rioja, La",Total,2022T2,"54,13"
Ambos sexos,"17 Rioja, La",Total,2022T1,"53,27"
Ambos sexos,"17 Rioja, La",Total,2021T4,"53,49"
Ambos sexos,"17 Rioja, La",Total,2021T3,"53,21"
Ambos sexos,"17 Rioja, La",Total,2021T2,"53,82"
Ambos sexos,"17 Rioja, La",Total,2021T1,"51,63"
Ambos sexos,"17 Rioja, La",Española,2023T4,"51,41"
Ambos sexos,"17 Rioja, La",Española,2023T3,"52,69"
Ambos sexos,"17 Rioja, La",Española,2023T2,"52,99"
Ambos sexos,"17 Rioja, La",Española,2023T1,"52,10"
Ambos sexos,"17 Rioja, La",Española,2022T4,"53,74"
Ambos sexos,"17 Rioja, La",Española,2022T3,"53,84"
Ambos sexos,"17 Rioja, La",Española,2022T2,"53,72"
Ambos sexos,"17 Rioja, La",Española,2022T1,"52,33"
Ambos sexos,"17 Rioja, La",Española,2021T4,"52,99"
Ambos sexos,"17 Rioja, La",Española,2021T3,"52,75"
Ambos sexos,"17 Rioja, La",Española,2021T2,"53,12"
Ambos sexos,"17 Rioja, La",Española,2021T1,"50,00"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2023T4,"62,71"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2023T3,"64,89"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2023T2,"67,26"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2023T1,"64,07"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2022T4,"60,52"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2022T3,"60,20"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2022T2,"57,10"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2022T1,"60,44"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2021T4,"57,25"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2021T3,"56,61"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2021T2,"59,11"
Ambos sexos,"17 Rioja, La",Extranjera: Total,2021T1,"63,88"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2023T4,"72,10"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2023T3,"66,60"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2023T2,"75,53"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2023T1,"73,57"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2022T4,"61,84"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2022T3,"68,54"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2022T2,"68,86"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2022T1,"75,68"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2021T4,"68,58"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2021T3,"68,58"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2021T2,"63,00"
Ambos sexos,"17 Rioja, La",Extranjera: Unión Europea,2021T1,"70,30"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2023T4,"57,59"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2023T3,"63,92"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2023T2,"63,75"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2023T1,"60,39"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2022T4,"59,91"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2022T3,"56,21"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2022T2,"52,39"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2022T1,"53,74"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2021T4,"50,18"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2021T3,"49,47"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2021T2,"56,66"
Ambos sexos,"17 Rioja, La",Extranjera: No pertenecientes a la Unión Europea,2021T1,"57,72"
Ambos sexos,18 Ceuta,Total,2023T4,"42,32"
Ambos sexos,18 Ceuta,Total,2023T3,"45,95"
Ambos sexos,18 Ceuta,Total,2023T2,"44,52"
Ambos sexos,18 Ceuta,Total,2023T1,"46,58"
Ambos sexos,18 Ceuta,Total,2022T4,"44,43"
Ambos sexos,18 Ceuta,Total,2022T3,"43,26"
Ambos sexos,18 Ceuta,Total,2022T2,"46,69"
Ambos sexos,18 Ceuta,Total,2022T1,"43,27"
Ambos sexos,18 Ceuta,Total,2021T4,"41,26"
Ambos sexos,18 Ceuta,Total,2021T3,"40,62"
Ambos sexos,18 Ceuta,Total,2021T2,"42,79"
Ambos sexos,18 Ceuta,Total,2021T1,"39,23"
Ambos sexos,18 Ceuta,Española,2023T4,"42,91"
Ambos sexos,18 Ceuta,Española,2023T3,"46,45"
Ambos sexos,18 Ceuta,Española,2023T2,"45,66"
Ambos sexos,18 Ceuta,Española,2023T1,"47,56"
Ambos sexos,18 Ceuta,Española,2022T4,"45,18"
Ambos sexos,18 Ceuta,Española,2022T3,"43,19"
Ambos sexos,18 Ceuta,Española,2022T2,"46,55"
Ambos sexos,18 Ceuta,Española,2022T1,"43,84"
Ambos sexos,18 Ceuta,Española,2021T4,"42,54"
Ambos sexos,18 Ceuta,Española,2021T3,"41,57"
Ambos sexos,18 Ceuta,Española,2021T2,"43,73"
Ambos sexos,18 Ceuta,Española,2021T1,"39,12"
Ambos sexos,18 Ceuta,Extranjera: Total,2023T4,"24,76"
Ambos sexos,18 Ceuta,Extranjera: Total,2023T3,"33,26"
Ambos sexos,18 Ceuta,Extranjera: Total,2023T2,"21,04"
Ambos sexos,18 Ceuta,Extranjera: Total,2023T1,"25,70"
Ambos sexos,18 Ceuta,Extranjera: Total,2022T4,"31,02"
Ambos sexos,18 Ceuta,Extranjera: Total,2022T3,"44,74"
Ambos sexos,18 Ceuta,Extranjera: Total,2022T2,"49,77"
Ambos sexos,18 Ceuta,Extranjera: Total,2022T1,"30,47"
Ambos sexos,18 Ceuta,Extranjera: Total,2021T4,"9,40"
Ambos sexos,18 Ceuta,Extranjera: Total,2021T3,"19,17"
Ambos sexos,18 Ceuta,Extranjera: Total,2021T2,"24,82"
Ambos sexos,18 Ceuta,Extranjera: Total,2021T1,"41,31"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2023T4,..
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2023T3,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2023T2,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2023T1,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2022T4,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2022T3,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2022T2,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2022T1,..
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2021T4,..
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2021T3,..
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2021T2,"100,00"
Ambos sexos,18 Ceuta,Extranjera: Unión Europea,2021T1,"100,00"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2023T4,"24,76"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2023T3,"30,06"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2023T2,"19,57"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2023T1,"22,64"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2022T4,"27,53"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2022T3,"39,86"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2022T2,"45,62"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2022T1,"30,47"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2021T4,"9,40"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2021T3,"19,17"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2021T2,"21,64"
Ambos sexos,18 Ceuta,Extranjera: No pertenecientes a la Unión Europea,2021T1,"37,70"
Ambos sexos,19 Melilla,Total,2023T4,"42,55"
Ambos sexos,19 Melilla,Total,2023T3,"45,70"
Ambos sexos,19 Melilla,Total,2023T2,"45,68"
Ambos sexos,19 Melilla,Total,2023T1,"41,47"
Ambos sexos,19 Melilla,Total,2022T4,"46,17"
Ambos sexos,19 Melilla,Total,2022T3,"49,99"
Ambos sexos,19 Melilla,Total,2022T2,"47,55"
Ambos sexos,19 Melilla,Total,2022T1,"49,41"
Ambos sexos,19 Melilla,Total,2021T4,"50,89"
Ambos sexos,19 Melilla,Total,2021T3,"50,90"
Ambos sexos,19 Melilla,Total,2021T2,"51,64"
Ambos sexos,19 Melilla,Total,2021T1,"49,63"
Ambos sexos,19 Melilla,Española,2023T4,"45,38"
Ambos sexos,19 Melilla,Española,2023T3,"48,08"
Ambos sexos,19 Melilla,Española,2023T2,"48,04"
Ambos sexos,19 Melilla,Española,2023T1,"43,41"
Ambos sexos,19 Melilla,Española,2022T4,"49,27"
Ambos sexos,19 Melilla,Española,2022T3,"51,83"
Ambos sexos,19 Melilla,Española,2022T2,"49,26"
Ambos sexos,19 Melilla,Española,2022T1,"50,71"
Ambos sexos,19 Melilla,Española,2021T4,"51,43"
Ambos sexos,19 Melilla,Española,2021T3,"52,88"
Ambos sexos,19 Melilla,Española,2021T2,"53,04"
Ambos sexos,19 Melilla,Española,2021T1,"51,17"
Ambos sexos,19 Melilla,Extranjera: Total,2023T4,"19,95"
Ambos sexos,19 Melilla,Extranjera: Total,2023T3,"25,50"
Ambos sexos,19 Melilla,Extranjera: Total,2023T2,"22,43"
Ambos sexos,19 Melilla,Extranjera: Total,2023T1,"22,23"
Ambos sexos,19 Melilla,Extranjera: Total,2022T4,"10,59"
Ambos sexos,19 Melilla,Extranjera: Total,2022T3,"32,27"
Ambos sexos,19 Melilla,Extranjera: Total,2022T2,"31,37"
Ambos sexos,19 Melilla,Extranjera: Total,2022T1,"37,67"
Ambos sexos,19 Melilla,Extranjera: Total,2021T4,"46,37"
Ambos sexos,19 Melilla,Extranjera: Total,2021T3,"34,34"
Ambos sexos,19 Melilla,Extranjera: Total,2021T2,"39,77"
Ambos sexos,19 Melilla,Extranjera: Total,2021T1,"37,08"
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2023T4,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2023T3,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2023T2,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2023T1,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2022T4,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2022T3,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2022T2,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2022T1,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2021T4,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2021T3,"54,92"
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2021T2,..
Ambos sexos,19 Melilla,Extranjera: Unión Europea,2021T1,..
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2023T4,"19,95"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2023T3,"25,50"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2023T2,"22,43"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2023T1,"22,23"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2022T4,"10,59"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2022T3,"32,27"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2022T2,"31,42"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2022T1,"37,73"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2021T4,"46,37"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2021T3,"32,03"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2021T2,"40,19"
Ambos sexos,19 Melilla,Extranjera: No pertenecientes a la Unión Europea,2021T1,"37,08"
Hombres,Total Nacional,Total,2023T4,"57,13"
Hombres,Total Nacional,Total,2023T3,"57,80"
Hombres,Total Nacional,Total,2023T2,"57,41"
Hombres,Total Nacional,Total,2023T1,"55,87"
Hombres,Total Nacional,Total,2022T4,"56,34"
Hombres,Total Nacional,Total,2022T3,"57,29"
Hombres,Total Nacional,Total,2022T2,"56,73"
Hombres,Total Nacional,Total,2022T1,"55,88"
Hombres,Total Nacional,Total,2021T4,"56,14"
Hombres,Total Nacional,Total,2021T3,"55,96"
Hombres,Total Nacional,Total,2021T2,"55,08"
Hombres,Total Nacional,Total,2021T1,"53,91"
Hombres,Total Nacional,Española,2023T4,"55,96"
Hombres,Total Nacional,Española,2023T3,"56,71"
Hombres,Total Nacional,Española,2023T2,"56,40"
Hombres,Total Nacional,Española,2023T1,"55,06"
Hombres,Total Nacional,Española,2022T4,"55,28"
Hombres,Total Nacional,Española,2022T3,"56,37"
Hombres,Total Nacional,Española,2022T2,"55,64"
Hombres,Total Nacional,Española,2022T1,"55,06"
Hombres,Total Nacional,Española,2021T4,"55,18"
Hombres,Total Nacional,Española,2021T3,"55,14"
Hombres,Total Nacional,Española,2021T2,"54,50"
Hombres,Total Nacional,Española,2021T1,"53,34"
Hombres,Total Nacional,Extranjera: Total,2023T4,"65,37"
Hombres,Total Nacional,Extranjera: Total,2023T3,"65,78"
Hombres,Total Nacional,Extranjera: Total,2023T2,"64,88"
