Sexo,Comunidades y Ciudades Autónomas,Nacionalidad,Periodo,Total
Hombres,08 Castilla - La Mancha,Total,2023T3,"59,78"
Hombres,08 Castilla - La Mancha,Total,2023T2,"58,81"
Hombres,08 Castilla - La Mancha,Total,2023T1,"58,14"
Hombres,08 Castilla - La Mancha,Total,2022T4,"58,77"
Hombres,08 Castilla - La Mancha,Total,2022T3,"59,54"
Hombres,08 Castilla - La Mancha,Total,2022T2,"59,46"
Hombres,08 Castilla - La Mancha,Total,2022T1,"58,66"
Hombres,08 Castilla - La Mancha,Total,2021T4,"59,52"
Hombres,08 Castilla - La Mancha,Total,2021T3,"58,97"
Hombres,08 Castilla - La Mancha,Total,2021T2,"57,80"
Hombres,08 Castilla - La Mancha,Total,2021T1,"56,80"
Hombres,08 Castilla - La Mancha,Española,2023T4,"57,01"
Hombres,08 Castilla - La Mancha,Española,2023T3,"58,89"
Hombres,08 Castilla - La Mancha,Española,2023T2,"57,55"
Hombres,08 Castilla - La Mancha,Española,2023T1,"57,54"
Hombres,08 Castilla - La Mancha,Española,2022T4,"58,25"
Hombres,08 Castilla - La Mancha,Española,2022T3,"59,03"
Hombres,08 Castilla - La Mancha,Española,2022T2,"58,18"
Hombres,08 Castilla - La Mancha,Española,2022T1,"56,90"
Hombres,08 Castilla - La Mancha,Española,2021T4,"58,16"
Hombres,08 Castilla - La Mancha,Española,2021T3,"57,83"
Hombres,08 Castilla - La Mancha,Española,2021T2,"57,11"
Hombres,08 Castilla - La Mancha,Española,2021T1,"55,60"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2023T4,"71,05"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2023T3,"67,39"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2023T2,"69,65"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2023T1,"63,17"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2022T4,"63,21"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2022T3,"64,13"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2022T2,"70,43"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2022T1,"75,11"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2021T4,"73,09"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2021T3,"71,54"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2021T2,"65,07"
Hombres,08 Castilla - La Mancha,Extranjera: Total,2021T1,"69,67"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T4,"76,92"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T3,"78,24"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T2,"76,40"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2023T1,"70,78"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T4,"76,37"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T3,"71,55"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T2,"74,45"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2022T1,"76,94"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T4,"77,05"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T3,"73,53"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T2,"58,56"
Hombres,08 Castilla - La Mancha,Extranjera: Unión Europea,2021T1,"70,11"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T4,"67,37"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T3,"59,25"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T2,"65,39"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2023T1,"57,66"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T4,"54,70"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T3,"58,50"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T2,"67,79"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2022T1,"73,77"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T4,"70,75"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T3,"70,03"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T2,"69,26"
Hombres,08 Castilla - La Mancha,Extranjera: No pertenecientes a la Unión Europea,2021T1,"69,36"
Hombres,09 Cataluña,Total,2023T4,"60,80"
Hombres,09 Cataluña,Total,2023T3,"61,14"
Hombres,09 Cataluña,Total,2023T2,"60,36"
Hombres,09 Cataluña,Total,2023T1,"58,28"
Hombres,09 Cataluña,Total,2022T4,"58,72"
Hombres,09 Cataluña,Total,2022T3,"60,67"
Hombres,09 Cataluña,Total,2022T2,"59,96"
Hombres,09 Cataluña,Total,2022T1,"58,36"
Hombres,09 Cataluña,Total,2021T4,"59,36"
Hombres,09 Cataluña,Total,2021T3,"59,35"
Hombres,09 Cataluña,Total,2021T2,"58,61"
Hombres,09 Cataluña,Total,2021T1,"57,57"
Hombres,09 Cataluña,Española,2023T4,"58,69"
Hombres,09 Cataluña,Española,2023T3,"58,83"
Hombres,09 Cataluña,Española,2023T2,"58,14"
Hombres,09 Cataluña,Española,2023T1,"56,46"
Hombres,09 Cataluña,Española,2022T4,"57,30"
Hombres,09 Cataluña,Española,2022T3,"59,08"
Hombres,09 Cataluña,Española,2022T2,"57,89"
Hombres,09 Cataluña,Española,2022T1,"56,67"
Hombres,09 Cataluña,Española,2021T4,"57,90"
Hombres,09 Cataluña,Española,2021T3,"57,80"
Hombres,09 Cataluña,Española,2021T2,"57,55"
Hombres,09 Cataluña,Española,2021T1,"57,05"
Hombres,09 Cataluña,Extranjera: Total,2023T4,"72,06"
Hombres,09 Cataluña,Extranjera: Total,2023T3,"73,89"
Hombres,09 Cataluña,Extranjera: Total,2023T2,"72,35"
Hombres,09 Cataluña,Extranjera: Total,2023T1,"68,07"
Hombres,09 Cataluña,Extranjera: Total,2022T4,"66,58"
Hombres,09 Cataluña,Extranjera: Total,2022T3,"69,94"
Hombres,09 Cataluña,Extranjera: Total,2022T2,"71,93"
Hombres,09 Cataluña,Extranjera: Total,2022T1,"68,15"
Hombres,09 Cataluña,Extranjera: Total,2021T4,"67,73"
Hombres,09 Cataluña,Extranjera: Total,2021T3,"68,26"
Hombres,09 Cataluña,Extranjera: Total,2021T2,"64,91"
Hombres,09 Cataluña,Extranjera: Total,2021T1,"60,72"
Hombres,09 Cataluña,Extranjera: Unión Europea,2023T4,"75,97"
Hombres,09 Cataluña,Extranjera: Unión Europea,2023T3,"79,84"
Hombres,09 Cataluña,Extranjera: Unión Europea,2023T2,"76,25"
Hombres,09 Cataluña,Extranjera: Unión Europea,2023T1,"78,52"
Hombres,09 Cataluña,Extranjera: Unión Europea,2022T4,"79,73"
Hombres,09 Cataluña,Extranjera: Unión Europea,2022T3,"78,61"
Hombres,09 Cataluña,Extranjera: Unión Europea,2022T2,"79,77"
Hombres,09 Cataluña,Extranjera: Unión Europea,2022T1,"79,96"
Hombres,09 Cataluña,Extranjera: Unión Europea,2021T4,"75,88"
Hombres,09 Cataluña,Extranjera: Unión Europea,2021T3,"67,45"
Hombres,09 Cataluña,Extranjera: Unión Europea,2021T2,"74,12"
Hombres,09 Cataluña,Extranjera: Unión Europea,2021T1,"74,03"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T4,"71,01"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T3,"72,41"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T2,"71,48"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2023T1,"65,49"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T4,"62,90"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T3,"67,81"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T2,"70,20"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2022T1,"64,94"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T4,"65,34"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T3,"68,49"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T2,"62,35"
Hombres,09 Cataluña,Extranjera: No pertenecientes a la Unión Europea,2021T1,"56,41"
Hombres,10 Comunitat Valenciana,Total,2023T4,"57,01"
Hombres,10 Comunitat Valenciana,Total,2023T3,"58,79"
Hombres,10 Comunitat Valenciana,Total,2023T2,"56,95"
Hombres,10 Comunitat Valenciana,Total,2023T1,"56,81"
Hombres,10 Comunitat Valenciana,Total,2022T4,"57,21"
Hombres,10 Comunitat Valenciana,Total,2022T3,"57,49"
Hombres,10 Comunitat Valenciana,Total,2022T2,"56,44"
Hombres,10 Comunitat Valenciana,Total,2022T1,"56,11"
Hombres,10 Comunitat Valenciana,Total,2021T4,"55,55"
Hombres,10 Comunitat Valenciana,Total,2021T3,"54,99"
Hombres,10 Comunitat Valenciana,Total,2021T2,"54,19"
Hombres,10 Comunitat Valenciana,Total,2021T1,"52,36"
Hombres,10 Comunitat Valenciana,Española,2023T4,"56,60"
Hombres,10 Comunitat Valenciana,Española,2023T3,"58,74"
Hombres,10 Comunitat Valenciana,Española,2023T2,"57,58"
Hombres,10 Comunitat Valenciana,Española,2023T1,"56,83"
Hombres,10 Comunitat Valenciana,Española,2022T4,"57,13"
Hombres,10 Comunitat Valenciana,Española,2022T3,"58,15"
Hombres,10 Comunitat Valenciana,Española,2022T2,"56,31"
Hombres,10 Comunitat Valenciana,Española,2022T1,"56,22"
Hombres,10 Comunitat Valenciana,Española,2021T4,"55,47"
Hombres,10 Comunitat Valenciana,Española,2021T3,"55,70"
Hombres,10 Comunitat Valenciana,Española,2021T2,"54,79"
Hombres,10 Comunitat Valenciana,Española,2021T1,"53,40"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2023T4,"59,07"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2023T3,"59,09"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2023T2,"53,58"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2023T1,"56,69"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2022T4,"57,63"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2022T3,"53,73"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2022T2,"57,20"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2022T1,"55,50"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2021T4,"56,01"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2021T3,"50,81"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2021T2,"50,64"
Hombres,10 Comunitat Valenciana,Extranjera: Total,2021T1,"45,92"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T4,"60,98"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T3,"60,01"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T2,"59,17"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2023T1,"60,36"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T4,"62,28"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T3,"53,60"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T2,"51,60"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2022T1,"58,32"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T4,"56,43"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T3,"54,36"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T2,"52,36"
Hombres,10 Comunitat Valenciana,Extranjera: Unión Europea,2021T1,"55,58"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T4,"58,12"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T3,"58,65"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T2,"51,11"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2023T1,"55,01"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T4,"55,78"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T3,"53,79"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T2,"59,77"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2022T1,"53,74"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T4,"55,79"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T3,"49,31"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T2,"49,62"
Hombres,10 Comunitat Valenciana,Extranjera: No pertenecientes a la Unión Europea,2021T1,"41,07"
Hombres,11 Extremadura,Total,2023T4,"52,68"
Hombres,11 Extremadura,Total,2023T3,"54,32"
Hombres,11 Extremadura,Total,2023T2,"54,17"
Hombres,11 Extremadura,Total,2023T1,"51,97"
Hombres,11 Extremadura,Total,2022T4,"52,45"
Hombres,11 Extremadura,Total,2022T3,"54,66"
Hombres,11 Extremadura,Total,2022T2,"53,26"
Hombres,11 Extremadura,Total,2022T1,"51,48"
Hombres,11 Extremadura,Total,2021T4,"51,70"
Hombres,11 Extremadura,Total,2021T3,"54,49"
Hombres,11 Extremadura,Total,2021T2,"52,96"
Hombres,11 Extremadura,Total,2021T1,"48,94"
Hombres,11 Extremadura,Española,2023T4,"52,03"
Hombres,11 Extremadura,Española,2023T3,"53,49"
Hombres,11 Extremadura,Española,2023T2,"53,18"
Hombres,11 Extremadura,Española,2023T1,"51,72"
Hombres,11 Extremadura,Española,2022T4,"52,08"
Hombres,11 Extremadura,Española,2022T3,"54,38"
Hombres,11 Extremadura,Española,2022T2,"53,13"
Hombres,11 Extremadura,Española,2022T1,"51,45"
Hombres,11 Extremadura,Española,2021T4,"51,53"
Hombres,11 Extremadura,Española,2021T3,"54,05"
Hombres,11 Extremadura,Española,2021T2,"52,32"
Hombres,11 Extremadura,Española,2021T1,"48,85"
Hombres,11 Extremadura,Extranjera: Total,2023T4,"71,55"
Hombres,11 Extremadura,Extranjera: Total,2023T3,"77,63"
Hombres,11 Extremadura,Extranjera: Total,2023T2,"82,69"
Hombres,11 Extremadura,Extranjera: Total,2023T1,"59,85"
Hombres,11 Extremadura,Extranjera: Total,2022T4,"64,69"
Hombres,11 Extremadura,Extranjera: Total,2022T3,"64,86"
Hombres,11 Extremadura,Extranjera: Total,2022T2,"57,21"
Hombres,11 Extremadura,Extranjera: Total,2022T1,"52,48"
Hombres,11 Extremadura,Extranjera: Total,2021T4,"56,82"
Hombres,11 Extremadura,Extranjera: Total,2021T3,"67,86"
Hombres,11 Extremadura,Extranjera: Total,2021T2,"72,74"
Hombres,11 Extremadura,Extranjera: Total,2021T1,"52,05"
Hombres,11 Extremadura,Extranjera: Unión Europea,2023T4,"53,42"
Hombres,11 Extremadura,Extranjera: Unión Europea,2023T3,"87,04"
Hombres,11 Extremadura,Extranjera: Unión Europea,2023T2,"64,82"
Hombres,11 Extremadura,Extranjera: Unión Europea,2023T1,"58,09"
Hombres,11 Extremadura,Extranjera: Unión Europea,2022T4,"53,18"
Hombres,11 Extremadura,Extranjera: Unión Europea,2022T3,"90,10"
Hombres,11 Extremadura,Extranjera: Unión Europea,2022T2,"69,47"
Hombres,11 Extremadura,Extranjera: Unión Europea,2022T1,"47,68"
Hombres,11 Extremadura,Extranjera: Unión Europea,2021T4,"62,58"
Hombres,11 Extremadura,Extranjera: Unión Europea,2021T3,"86,60"
Hombres,11 Extremadura,Extranjera: Unión Europea,2021T2,"82,89"
Hombres,11 Extremadura,Extranjera: Unión Europea,2021T1,"53,31"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2023T4,"91,55"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2023T3,"72,03"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2023T2,"94,92"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2023T1,"60,65"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2022T4,"71,27"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2022T3,"45,91"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2022T2,"52,18"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2022T1,"55,58"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2021T4,"52,21"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2021T3,"56,63"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2021T2,"66,65"
Hombres,11 Extremadura,Extranjera: No pertenecientes a la Unión Europea,2021T1,"50,93"
Hombres,12 Galicia,Total,2023T4,"52,44"
Hombres,12 Galicia,Total,2023T3,"53,09"
Hombres,12 Galicia,Total,2023T2,"52,07"
Hombres,12 Galicia,Total,2023T1,"50,91"
Hombres,12 Galicia,Total,2022T4,"50,67"
Hombres,12 Galicia,Total,2022T3,"51,68"
Hombres,12 Galicia,Total,2022T2,"51,28"
Hombres,12 Galicia,Total,2022T1,"51,38"
Hombres,12 Galicia,Total,2021T4,"51,34"
Hombres,12 Galicia,Total,2021T3,"52,45"
Hombres,12 Galicia,Total,2021T2,"50,48"
Hombres,12 Galicia,Total,2021T1,"49,78"
Hombres,12 Galicia,Española,2023T4,"51,81"
Hombres,12 Galicia,Española,2023T3,"52,26"
Hombres,12 Galicia,Española,2023T2,"51,65"
Hombres,12 Galicia,Española,2023T1,"50,56"
Hombres,12 Galicia,Española,2022T4,"50,23"
Hombres,12 Galicia,Española,2022T3,"51,19"
Hombres,12 Galicia,Española,2022T2,"50,57"
Hombres,12 Galicia,Española,2022T1,"50,98"
Hombres,12 Galicia,Española,2021T4,"50,88"
Hombres,12 Galicia,Española,2021T3,"52,06"
Hombres,12 Galicia,Española,2021T2,"50,13"
Hombres,12 Galicia,Española,2021T1,"49,51"
Hombres,12 Galicia,Extranjera: Total,2023T4,"63,71"
Hombres,12 Galicia,Extranjera: Total,2023T3,"68,03"
Hombres,12 Galicia,Extranjera: Total,2023T2,"59,89"
Hombres,12 Galicia,Extranjera: Total,2023T1,"57,59"
Hombres,12 Galicia,Extranjera: Total,2022T4,"59,09"
Hombres,12 Galicia,Extranjera: Total,2022T3,"61,23"
Hombres,12 Galicia,Extranjera: Total,2022T2,"66,29"
Hombres,12 Galicia,Extranjera: Total,2022T1,"59,90"
Hombres,12 Galicia,Extranjera: Total,2021T4,"61,69"
Hombres,12 Galicia,Extranjera: Total,2021T3,"61,50"
Hombres,12 Galicia,Extranjera: Total,2021T2,"59,24"
Hombres,12 Galicia,Extranjera: Total,2021T1,"55,77"
Hombres,12 Galicia,Extranjera: Unión Europea,2023T4,"59,23"
Hombres,12 Galicia,Extranjera: Unión Europea,2023T3,"56,31"
Hombres,12 Galicia,Extranjera: Unión Europea,2023T2,"52,83"
Hombres,12 Galicia,Extranjera: Unión Europea,2023T1,"60,06"
Hombres,12 Galicia,Extranjera: Unión Europea,2022T4,"77,84"
Hombres,12 Galicia,Extranjera: Unión Europea,2022T3,"66,26"
Hombres,12 Galicia,Extranjera: Unión Europea,2022T2,"68,15"
Hombres,12 Galicia,Extranjera: Unión Europea,2022T1,"62,25"
Hombres,12 Galicia,Extranjera: Unión Europea,2021T4,"65,63"
Hombres,12 Galicia,Extranjera: Unión Europea,2021T3,"57,21"
Hombres,12 Galicia,Extranjera: Unión Europea,2021T2,"61,47"
Hombres,12 Galicia,Extranjera: Unión Europea,2021T1,"58,20"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2023T4,"65,18"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2023T3,"71,47"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2023T2,"62,70"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2023T1,"56,82"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2022T4,"53,23"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2022T3,"59,47"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2022T2,"65,43"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2022T1,"58,92"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2021T4,"60,03"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2021T3,"63,34"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2021T2,"58,41"
Hombres,12 Galicia,Extranjera: No pertenecientes a la Unión Europea,2021T1,"54,88"
Hombres,"13 Madrid, Comunidad de",Total,2023T4,"61,89"
Hombres,"13 Madrid, Comunidad de",Total,2023T3,"62,21"
Hombres,"13 Madrid, Comunidad de",Total,2023T2,"62,84"
Hombres,"13 Madrid, Comunidad de",Total,2023T1,"60,41"
Hombres,"13 Madrid, Comunidad de",Total,2022T4,"61,08"
Hombres,"13 Madrid, Comunidad de",Total,2022T3,"61,55"
Hombres,"13 Madrid, Comunidad de",Total,2022T2,"62,52"
Hombres,"13 Madrid, Comunidad de",Total,2022T1,"61,53"
Hombres,"13 Madrid, Comunidad de",Total,2021T4,"61,56"
Hombres,"13 Madrid, Comunidad de",Total,2021T3,"60,02"
Hombres,"13 Madrid, Comunidad de",Total,2021T2,"59,86"
Hombres,"13 Madrid, Comunidad de",Total,2021T1,"60,21"
Hombres,"13 Madrid, Comunidad de",Española,2023T4,"59,87"
Hombres,"13 Madrid, Comunidad de",Española,2023T3,"60,37"
Hombres,"13 Madrid, Comunidad de",Española,2023T2,"61,39"
Hombres,"13 Madrid, Comunidad de",Española,2023T1,"59,44"
Hombres,"13 Madrid, Comunidad de",Española,2022T4,"59,28"
Hombres,"13 Madrid, Comunidad de",Española,2022T3,"59,99"
Hombres,"13 Madrid, Comunidad de",Española,2022T2,"61,16"
Hombres,"13 Madrid, Comunidad de",Española,2022T1,"60,27"
Hombres,"13 Madrid, Comunidad de",Española,2021T4,"59,89"
Hombres,"13 Madrid, Comunidad de",Española,2021T3,"58,34"
Hombres,"13 Madrid, Comunidad de",Española,2021T2,"58,49"
Hombres,"13 Madrid, Comunidad de",Española,2021T1,"58,60"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2023T4,"73,48"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2023T3,"73,30"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2023T2,"71,59"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2023T1,"66,78"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2022T4,"72,75"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2022T3,"72,25"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2022T2,"71,88"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2022T1,"70,69"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2021T4,"73,62"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2021T3,"72,03"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2021T2,"69,91"
Hombres,"13 Madrid, Comunidad de",Extranjera: Total,2021T1,"70,57"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2023T4,"80,52"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2023T3,"78,41"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2023T2,"74,36"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2023T1,"72,86"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2022T4,"69,61"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2022T3,"72,03"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2022T2,"71,58"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2022T1,"79,85"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2021T4,"79,49"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2021T3,"68,32"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2021T2,"74,08"
Hombres,"13 Madrid, Comunidad de",Extranjera: Unión Europea,2021T1,"76,98"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2023T4,"71,24"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2023T3,"71,52"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2023T2,"70,69"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2023T1,"64,71"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2022T4,"73,95"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2022T3,"72,36"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2022T2,"72,01"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2022T1,"66,68"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2021T4,"71,46"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2021T3,"73,50"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2021T2,"68,12"
Hombres,"13 Madrid, Comunidad de",Extranjera: No pertenecientes a la Unión Europea,2021T1,"67,52"
Hombres,"14 Murcia, Región de",Total,2023T4,"59,47"
Hombres,"14 Murcia, Región de",Total,2023T3,"58,85"
Hombres,"14 Murcia, Región de",Total,2023T2,"58,36"
Hombres,"14 Murcia, Región de",Total,2023T1,"58,28"
Hombres,"14 Murcia, Región de",Total,2022T4,"59,09"
Hombres,"14 Murcia, Región de",Total,2022T3,"57,07"
Hombres,"14 Murcia, Región de",Total,2022T2,"58,67"
Hombres,"14 Murcia, Región de",Total,2022T1,"58,57"
Hombres,"14 Murcia, Región de",Total,2021T4,"60,15"
Hombres,"14 Murcia, Región de",Total,2021T3,"59,52"
Hombres,"14 Murcia, Región de",Total,2021T2,"60,67"
Hombres,"14 Murcia, Región de",Total,2021T1,"58,31"
Hombres,"14 Murcia, Región de",Española,2023T4,"58,24"
Hombres,"14 Murcia, Región de",Española,2023T3,"58,39"
Hombres,"14 Murcia, Región de",Española,2023T2,"56,56"
Hombres,"14 Murcia, Región de",Española,2023T1,"56,49"
Hombres,"14 Murcia, Región de",Española,2022T4,"56,68"
Hombres,"14 Murcia, Región de",Española,2022T3,"56,38"
Hombres,"14 Murcia, Región de",Española,2022T2,"56,51"
Hombres,"14 Murcia, Región de",Española,2022T1,"57,32"
Hombres,"14 Murcia, Región de",Española,2021T4,"57,41"
Hombres,"14 Murcia, Región de",Española,2021T3,"59,17"
Hombres,"14 Murcia, Región de",Española,2021T2,"60,41"
Hombres,"14 Murcia, Región de",Española,2021T1,"57,64"
Hombres,"14 Murcia, Región de",Extranjera: Total,2023T4,"66,47"
